ACCELEROMETER X (m/s2),ACCELEROMETER Y (m/s2),ACCELEROMETER Z (m/s2),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (T),MAGNETIC FIELD Y (T),MAGNETIC FIELD Z (T),LABEL,SUBJECT
-2.1656,-0.0395,9.4535,0.0123,-0.0023,-0.0012,-16.7,7.8,-2.2,6,2
-2.1727,0.091,9.4379,0.0104,-0.0201,-0.0083,-16.8,7.8,-2.4,6,2
-2.1799,0.0706,9.4355,-0.0018,-5.00E-04,-0.0016,-16.8,7.8,-2.5,6,2
-2.2194,0.1772,9.3506,0.0275,-0.0016,9.00E-04,-16.8,7.7,-2.6,6,2
-2.229,0.2107,9.323,-0.0471,-0.0071,-3.00E-04,-16.9,7.6,-3,6,2
-2.2027,0.0982,9.3278,-0.0092,4.00E-04,-7.00E-04,-16.8,7.5,-3,6,2
-2.162,-0.0108,9.4164,0,-0.0051,-7.00E-04,-16.7,7.6,-2.5,6,2
-2.1524,-0.0563,9.426,0.003,0.009,-7.00E-04,-16.6,7.5,-2.3,6,2
-2.1751,0.0287,9.4212,0.0116,-0.0346,-0.0039,-16.7,7.5,-2.3,6,2
-2.2087,0.2059,9.3338,0.0207,0.0026,0.0023,-16.9,7.5,-2.3,6,2
-2.217,0.103,9.3099,-0.0629,-0.0081,-0.0016,-17,7.6,-2.5,6,2
-2.1787,0.0311,9.3482,-0.0293,0.0059,-0.001,-16.7,7.6,-2.3,6,2
-2.1596,-0.0407,9.4176,0.0253,0.0041,5.00E-04,-16.4,7.7,-2.3,6,2
-2.1596,0.0168,9.4535,0.0405,-0.002,-1.00E-04,-16.5,7.6,-2.4,6,2
-2.1799,0.0934,9.4379,0.0283,0.0114,0.0029,-16.7,7.5,-2.4,6,2
-2.2254,0.2622,9.3326,-0.0318,-5.00E-04,3.00E-04,-16.9,7.4,-2.7,6,2
-2.1883,0.1808,9.4032,-0.0599,-0.0072,-0.0022,-16.9,7.4,-2.9,6,2
-2.138,0.0443,9.4655,0.0241,0.018,0.0016,-16.7,7.6,-2.5,6,2
-2.1679,-0.0036,9.323,0.0406,0.0216,9.00E-04,-16.7,7.7,-2.3,6,2
-2.1727,-0.0227,9.3984,0.0498,0.0057,3.00E-04,-16.6,7.7,-2.1,6,2
-2.2015,0.0611,9.347,0.0577,0.029,0.0046,-16.6,7.7,-2,6,2
-2.162,0.0515,9.3984,-0.0135,-0.0097,3.00E-04,-16.9,7.5,-2.6,6,2
-2.1656,-0.0383,9.4008,-0.0153,-0.0066,0.0022,-16.9,7.5,-2.3,6,2
-2.1895,-0.0754,9.4236,0.0494,0.0319,0.0044,-16.6,7.5,-2.3,6,2
-2.2003,0.1365,9.3685,0.0396,0.0118,-0.0011,-16.8,7.6,-2.4,6,2
-2.1596,0.0898,9.3482,-0.0387,0.0094,0.0011,-17,7.6,-2.8,6,2
-2.2051,-0.0024,9.3374,-0.0137,0.0058,-0.0063,-16.9,7.5,-2.4,6,2
-2.1763,-0.0383,9.4056,0.0324,-5.00E-04,-0.0027,-16.5,7.5,-2.6,6,2
-2.1763,0.1018,9.3589,0.0495,0.0025,-0.0021,-16.6,7.5,-2.5,6,2
-2.1859,0.1808,9.3434,-0.0406,0.0126,0.0016,-16.8,7.6,-2.7,6,2
-2.1715,0.0694,9.3948,-0.0455,-0.024,-0.0021,-16.8,7.5,-2.9,6,2
-2.1715,-0.0048,9.3338,-0.0113,-0.0075,0.0028,-16.5,7.6,-2.6,6,2
-2.1787,0.0742,9.3769,0.0556,0.0133,1.00E-04,-16.6,7.7,-2.4,6,2
-2.2063,0.1736,9.3242,0.0623,0.0372,0.0025,-16.8,7.6,-2.5,6,2
-2.2374,0.2047,9.2763,-0.0889,-0.0728,-0.0047,-16.8,7.5,-2.9,6,2
-2.1536,-0.0036,9.4164,-0.0455,-0.0246,-4.00E-04,-16.7,7.6,-2.6,6,2
-2.1859,-0.0168,9.396,-0.0376,-0.0087,-0.0035,-16.6,7.6,-2.4,6,2
-2.1117,0.0742,9.4583,0.0248,0.0347,-0.0016,-16.7,7.5,-2.4,6,2
-2.1895,0.1628,9.4116,0.0296,0.0035,0.0014,-16.9,7.6,-2.4,6,2
-2.1847,0.2406,9.3362,-0.0308,-0.0105,-0.0071,-16.9,7.5,-3.1,6,2
-2.1883,0.1041,9.3553,-0.0577,-0.0362,-0.0041,-17,7.4,-2.9,6,2
-2.1476,0.0491,9.4511,-0.0681,-0.0288,-4.00E-04,-16.6,7.7,-2.4,6,2
-2.1632,0.0778,9.4128,0.015,0.0072,0.0026,-16.7,7.8,-2.6,6,2
-2.1871,0.1748,9.3948,0.0193,-1.00E-04,-4.00E-04,-16.9,7.8,-2.5,6,2
-2.2218,0.2753,9.3134,-0.0253,0.0298,4.00E-04,-17,7.5,-2.9,6,2
-2.1955,0.1508,9.3458,-0.1004,-0.0618,0.001,-16.9,7.5,-3.1,6,2
-2.0566,-0.0407,9.4918,-0.0155,-0.016,0.0126,-16.7,7.6,-2.9,6,2
-2.1536,0.0323,9.3685,-0.0076,-0.0014,4.00E-04,-16.5,7.5,-2.6,6,2
-2.2003,-0.0299,9.4559,-0.0259,-0.0093,0.0047,-16.5,7.6,-2.6,6,2
-2.1572,0.006,9.3362,-0.0167,0.009,0.0029,-16.5,7.5,-2.6,6,2
-2.2027,0.0838,9.42,-0.0131,-0.0288,-0.0045,-16.7,7.5,-2.5,6,2
-2.223,0.3651,9.3434,0.0266,0.0133,4.00E-04,-16.8,7.4,-2.8,6,2
-2.2003,0.3974,9.3003,-0.0796,-0.0077,-0.0038,-16.8,7.2,-3.1,6,2
-2.1847,0.1891,9.3757,-0.0784,-4.00E-04,-0.0044,-16.6,7.4,-3.1,6,2
-2.1751,0.0359,9.3637,-0.0031,-0.0235,-0.001,-16.6,7.6,-2.6,6,2
-2.1703,0.0108,9.3494,0.0336,0.0107,-0.0023,-16.5,7.7,-2.2,6,2
-2.1703,0.1245,9.3446,0.031,0.0055,0.0045,-16.6,7.7,-2.4,6,2
-2.1416,0.0611,9.9946,0.0951,0.0275,0.0118,-16.7,7.5,-2.8,6,2
-2.6037,0.4046,9.1159,0.067,0.058,-0.0022,-16.7,7.2,-3.4,6,2
-2.0889,1.4772,9.1686,0.0273,-0.0122,-0.0792,-16.4,7.3,-3.4,6,2
-2.0901,0.1544,9.6007,-0.0643,-0.0727,0.0118,-16.4,7.5,-3.3,6,2
-2.1871,0.2167,9.3218,-0.0081,0.0159,-0.0022,-16.8,7.6,-3,6,2
-2.1452,0.1604,9.3613,0.0023,6.00E-04,-4.00E-04,-16.7,7.6,-2.6,6,2
-2.1452,0.0634,9.4152,0.0361,0.0214,0.002,-16.6,7.6,-2.6,6,2
-2.1464,0.0515,9.481,0.0678,0.0422,0.0081,-16.5,7.8,-2.5,6,2
-2.2027,0.3148,9.3506,0.0544,0.0043,0.0026,-16.8,7.8,-2.6,6,2
-2.1775,0.2346,9.3793,-0.029,-0.0018,-3.00E-04,-16.8,7.5,-3,6,2
-2.1045,0.1724,9.414,-0.0455,0.0031,0.0046,-16.7,7.7,-2.5,6,2
-2.1105,0.0096,9.3913,-0.059,0.0128,0.0058,-16.6,7.8,-2.5,6,2
-2.1368,0.006,9.3972,-0.0144,-0.0018,-3.00E-04,-16.3,8,-2.3,6,2
-2.1344,0.0742,9.4128,0.0358,0.0084,0.0029,-16.5,7.9,-2.2,6,2
-2.1859,0.2059,9.3853,0.0431,0.0096,0.0017,-16.7,7.8,-2.4,6,2
-2.1847,0.2191,9.3661,-0.0422,-0.0097,-0.0023,-17,7.7,-2.7,6,2
-2.1284,0.1532,9.4248,-0.0343,0.0013,0.0014,-16.6,7.8,-2.4,6,2
-2.1272,0.0551,9.396,0.02,-3.00E-04,0,-16.7,7.6,-2,6,2
-2.132,-0.0024,9.396,0.0206,0.0015,-0.0012,-16.7,7.6,-1.8,6,2
-2.1009,0.0168,9.511,0.0468,0.027,0.0037,-16.4,7.7,-2.2,6,2
-2.2146,0.2897,9.3266,0.0614,0.0288,-0.0018,-16.8,7.8,-2.5,6,2
-2.2015,0.3663,9.3721,-0.0642,-0.0164,-0.0066,-16.7,7.6,-2.9,6,2
-2.2027,0.1796,9.3122,-0.0648,-0.006,-0.0017,-16.8,7.5,-2.9,6,2
-2.1811,0.1089,9.3254,0.0152,0.0123,0.0011,-16.8,7.8,-2.6,6,2
-2.1428,0.018,9.3841,0.0237,-0.0023,0.0023,-16.4,7.9,-2.2,6,2
-2.1452,-0.0108,9.3745,0.0427,0.0117,5.00E-04,-16.4,7.7,-2.5,6,2
-2.1883,0.182,9.3242,0.0469,0.0162,0.0016,-16.7,7.8,-2.6,6,2
-2.1859,0.328,9.2967,0.0096,-0.0021,-0.0014,-16.8,7.6,-3,6,2
-2.2015,0.1365,9.3302,-0.0346,0.0088,-0.003,-16.9,7.5,-3.3,6,2
-2.1596,0.0826,9.3434,-0.059,0.0186,-0.0012,-16.7,7.7,-3,6,2
-2.1428,0.012,9.3805,0.0246,0.0078,0.0026,-16.5,7.7,-2.8,6,2
-2.1464,0.0048,9.4284,0.0698,0.0444,0.0026,-16.4,7.7,-2.7,6,2
-2.1596,0.1508,9.4128,0.0624,0.0236,0.0032,-16.7,7.8,-2.7,6,2
0.7781,-6.0537,2.7019,-0.0154,0.7428,2.9577,4.41,-37.4,0.27,1,3
-19.5989,6.2201,-1.804,0.8007,0.0776,2.5808,20.64,-29.48,33.69,1,3
-9.1458,6.4392,7.0042,4.3559,1.8326,-0.6891,34.89,2.43,37.69,1,3
-14.6465,3.7385,8.667,1.7811,2.0397,-2.851,36.83,15.55,29.03,1,3
-11.0995,-0.8511,1.1109,-0.8138,1.2279,-2.1479,33.72,20.57,23.73,1,3
1.5299,-3.6416,0.8906,0.1966,0.6182,1.7782,36.63,11.37,22.98,1,3
-25.7233,12.1769,-7.7656,-3.3978,-0.7251,1.8716,30.38,8.7,30.72,1,3
-1.2689,-1.0582,-1.3491,-1.5395,1.7508,0.3457,18.06,-18.36,35.88,1,3
-17.4035,2.2877,3.0358,-0.925,-0.9456,-2.4997,14.85,-31.49,10.35,1,3
-17.0659,2.8455,0.9337,1.4,-1.1356,-1.4948,3.94,-30.32,-5.12,1,3
-1.4162,-6.0178,1.8783,-1.2194,0.6219,-1.0434,11.46,-29.21,-8.03,1,3
-12.7228,1.2474,3.6943,-2.5114,-1.4367,2.9015,2.91,-30.86,-11.37,1,3
-7.6483,3.5602,-3.644,0.7268,-1.0678,1.9987,16.87,-34.47,27.38,1,3
-12.2344,7.8087,5.2768,3.6785,0.3061,-3.1992,36.64,3.34,35.25,1,3
-4.2928,-3.3495,3.2238,1.5081,-2.9847,-2.2975,37.21,12.87,30.9,1,3
-0.0694,-6.2872,2.138,0.2521,-0.0812,-0.8223,37.97,15.16,23.86,1,3
-10.2041,-1.3036,0.3124,-1.2145,-0.4368,2.5417,36.36,15.35,20.05,1,3
-3.6655,6.4667,-3.5506,-3.5163,-0.5101,0.8252,31.91,15.26,26.3,1,3
-5.2517,4.6699,-0.334,-1.1999,1.2395,0.6609,27.41,-1.21,33.03,1,3
-11.1809,-0.1317,-0.3915,-2.1217,-0.7263,-1.3592,15.2,-30.29,22.7,1,3
-5.9987,-0.2825,-0.9924,-0.6031,-0.1429,-0.6549,6.97,-32.68,-0.26,1,3
-17.741,5.776,-3.4405,-3.1437,1.1991,3.1086,13.87,-31.77,1.33,1,3
-8.1738,5.6144,-4.6531,1.4476,1.2315,0.2345,14.05,-33.35,0.83,1,3
-6.9971,5.9568,2.7461,2.1947,0.6475,-1.1296,18.25,-32.83,-0.1,1,3
-18.2378,5.1463,-2.478,3.5789,-3.9559,-3.5663,18.94,-32.31,32.37,1,3
-3.7074,-1.6137,0.1999,1.2808,-1.0775,0.3701,32.82,-1.71,39.03,1,3
-20.4142,6.9396,-0.7829,0.5783,1.248,1.4129,36.22,13.66,26.64,1,3
-24.3766,9.7252,-9.2763,0.6901,2.1497,1.2577,30.33,25.05,19.2,1,3
-1.409,6.535,0.0814,-1.2561,0.6115,-1.9927,31.21,18.3,23.31,1,3
-3.5901,0.7805,-1.6975,-3.1498,0.6817,-3.6811,25.95,-2.03,36.22,1,3
-1.0104,-0.1101,1.7382,-0.7368,2.0739,0.2266,10.28,-30.53,24.03,1,3
-10.6099,6.8618,-9.3721,-1.4784,3.3696,2.5271,14.46,-33.28,13.14,1,3
-4.0977,4.9943,0.0168,0.5936,1.6231,0.6255,13.19,-30.76,-2.48,1,3
-8.7388,-1.8735,1.6125,-0.7601,-0.8705,-3.3171,8.11,-30.98,-5.98,1,3
-4.4963,-4.543,2.1392,1.3926,-1.4703,-2.008,1.08,-28.95,-13.23,1,3
-11.5401,-1.9178,-0.3519,0.3988,-0.1808,0.4074,12.37,-38.35,20.62,1,3
1.1289,3.3483,0.4214,3.7481,0.3012,-0.3831,28.94,-6.36,43.53,1,3
-14.7112,5.5952,9.2296,1.0964,-4.7067,-2.5266,35.38,22.05,21.5,1,3
-10.9918,-5.0518,1.3934,1.0365,-3.0873,-1.7661,34.89,18.4,24.45,1,3
-22.9305,7.865,3.9911,0.0958,0.0947,-2.3085,38.16,10.99,18.58,1,3
2.4672,-3.5003,1.3659,-0.7393,0.854,-1.1845,28.27,-3.85,33.6,1,3
-0.7063,-3.6284,0.4058,-1.1535,2.2547,1.0286,6.71,-32.08,25.18,1,3
-9.839,8.3618,-0.929,-0.082,1.8051,2.1203,16.28,-31.82,5.92,1,3
-11.1366,6.8426,4.3814,-0.1437,1.7709,1.9877,20.04,-27.8,-2.32,1,3
-11.8764,1.2522,-0.1173,0.5228,-3.1673,-2.6292,15.92,-29.8,-5.44,1,3
-29.6773,4.3179,-0.9996,1.6358,-1.4557,0.0152,8.68,-35.61,-2.45,1,3
1.2151,-5.3798,1.2797,2.3847,-0.8863,0.9266,16.44,-27.15,39.64,1,3
-21.1863,4.5083,4.5741,-0.6354,1.0599,1.6713,33.02,13.34,35.63,1,3
-12.1745,5.3211,-3.2178,-0.1718,3.4172,2.8008,30.46,26.24,18.52,1,3
-5.3989,9.4691,-1.9752,0.2314,-0.9542,1.1911,26.24,27.4,14.3,1,3
-17.9386,5.5941,1.0259,-1.768,2.6414,-1.1051,31.89,-3.84,28.95,1,3
-1.1444,-2.4541,0.7123,-1.0881,0.3995,-1.2029,16.23,-30.8,15.67,1,3
-5.5354,-4.2964,0.7003,-2.0985,-0.8057,2.0983,8.81,-30.5,-3.51,1,3
-22.5067,5.8466,-3.9492,-3.5731,-1.1875,2.5674,16.16,-29.69,-5.74,1,3
2.7007,4.8758,-2.7713,2.7176,1.7813,0.1026,22.27,-33.28,19.83,1,3
-27.3837,4.379,-4.2796,3.0572,-1.9205,-2.832,29.33,-0.47,42.59,1,3
-0.8547,-3.2286,-0.2322,1.2204,-3.0195,-0.6158,30.97,8.02,39.97,1,3
-12.5995,-4.7944,2.1117,-1.6617,-1.857,1.3664,35.78,17.21,23.66,1,3
-3.2944,-1.0319,0.7314,-4.1809,-0.653,0.849,35.87,4.79,26.03,1,3
-18.8687,1.3551,-1.4868,-5.2255,-0.6047,2.3023,21.35,-23.76,25.23,1,3
-4.1492,4.6938,-0.1365,0.6254,0.0611,0.7562,18.21,-30.05,4.61,1,3
-20.3112,10.5058,8.9244,1.1348,1.1594,0.3958,19.54,-26.49,-3.63,1,3
-6.3805,-10.4076,4.5681,2.0316,1.0385,-4.7605,10.82,-30.37,-9.25,1,3
-4.7046,-5.369,0.7661,2.3273,-1.2174,-0.7734,1.15,-39.59,8.73,1,3
-17.4058,4.8327,5.0625,-0.5572,-1.3323,3.3017,29.5,3.27,43.11,1,3
0.4298,13.2471,4.9285,0.2448,-2.0097,-1.5785,28.23,30.44,18.77,1,3
-31.2348,7.0461,6.8175,-2.0508,-0.5131,-3.7147,29.29,26.57,15.63,1,3
-0.1389,-4.4257,1.4413,-3.3678,1.358,-1.581,35.93,4.31,25.82,1,3
-25.4982,4.2868,-1.0163,-1.7894,1.6023,2.8319,25.72,-18.3,28.81,1,3
-7.1922,6.9863,-1.1803,-0.093,0.7593,0.364,19.54,-30.72,9.6,1,3
-12.5121,6.4284,5.3582,0.0652,-0.1435,-1.38,17.41,-27.14,-4.72,1,3
0.2406,-7.8302,2.7473,-0.0997,0.5186,0.2858,9.02,-32.44,-6.05,1,3
-10.7643,-1.8495,3.2537,-1.2811,-0.5864,2.4526,10.01,-34.08,-5.59,1,3
-0.3903,4.2162,-0.9697,-0.2408,-1.1252,0.813,23.83,-32.36,24.28,1,3
-20.9768,6.3542,2.6899,-0.4229,-1.9737,-2.8027,36.3,-5.84,36.73,1,3
-8.5258,-6.5769,2.0949,2.326,-2.3097,-2.6011,37.39,3.38,35.5,1,3
-28.0816,-0.0611,3.863,-3.5419,0.3879,1.598,33.99,22.7,20.81,1,3
-1.1983,7.416,-5.3822,2.6327,1.8491,-1.2493,29.67,24.75,17.91,1,3
-0.9038,-3.0466,-0.5339,-0.1724,0.3867,-0.4576,32.82,0.15,30.6,1,3
-14.3748,-2.5869,0.644,-2.6195,2.2926,2.1184,22.45,-22.4,27.25,1,3
1.2163,3.802,-2.4624,0.604,1.9078,2.3793,20.06,-30.52,9.89,1,3
-22.0781,7.2688,2.7761,0.4177,0.0825,-1.3482,11.85,-30.62,-2.72,1,3
-1.0487,-5.4193,0.9996,-0.52,0.7276,0.1569,10.09,-29.64,-11.58,1,3
-34.3197,11.133,-7.519,-0.5206,-0.4563,2.1936,18.84,-34.54,18.26,1,3
-10.3394,6.3853,2.6037,3.8428,1.0446,-1.628,31.99,-14.44,36.22,1,3
-2.3164,-1.5538,1.2127,0.6657,-1.9951,-2.5895,32.74,0.65,39,1,3
-13.5488,7.0018,-3.5662,-2.239,0.6249,2.7531,30.16,28.27,16.84,1,3
-0.5962,7.1563,-1.3838,1.2576,1.4429,-1.5669,33.18,21.86,17.55,1,3
-0.7829,-3.954,-0.0479,-1.7814,1.3091,0.3121,32.5,-2.19,30.56,1,3
-9.9288,-4.1767,0.158,-2.3288,0.8338,2.4465,27.59,-17.75,27.02,1,3
-9.9695,5.9496,-4.6088,-0.939,3.3097,2.3035,21.5,-30.04,9.29,1,3
-21.5358,6.5781,7.9356,-0.6434,0.1558,-3.2602,17.62,-25.06,-6.93,1,3
-1.0965,-1.2067,0.0239,-1.5334,-1.4239,-0.9866,8.73,-28.85,-11.27,1,3
-33.0819,5.1415,-2.3966,1.4592,0.3934,-0.2872,25.17,-32.19,6.33,1,3
-14.2491,5.6264,9.2967,2.9509,-2.7263,-3.256,36.14,-16.68,30.3,1,3
-2.3116,-1.403,2.7725,-0.1162,0.011,-1.4881,31.29,-4.78,41.64,1,3
-11.4191,8.4539,-5.5067,0.5472,1.5425,2.2039,31.51,25.66,22.08,1,3
-8.9519,3.9588,5.2325,-0.2494,-1.4392,-1.4435,31.03,23.52,16.24,1,3
-0.2358,-1.7047,0.8787,-0.7191,-0.6011,0.3775,29.18,8.63,33.79,1,3
-1.5874,0.3089,1.7226,-3.2536,1.4575,3.4244,22.2,-16.11,32.94,1,3
-3.5757,3.0227,-3.6607,0.3364,1.8021,1.8148,28.4,-23.87,11.82,1,3
-19.6791,8.2277,1.2761,2.0383,-1.8986,-1.8742,15.66,-29.46,-1.52,1,3
-0.4621,-3.0849,-0.5088,-1.0233,0.7056,2.2901,6,-25.9,-14.81,1,3
-14.9159,3.0718,0.0443,-1.2487,-1.7837,2.4709,20.59,-33.51,4.64,1,3
-22.4289,7.9906,0.176,1.3309,-2.4679,-1.9646,30.31,-24.01,30.67,1,3
-4.3622,-2.3894,-0.2167,0.9467,-1.7147,-0.9652,35.02,-2.53,37.36,1,3
-33.283,4.3874,5.5557,-2.1608,0.0544,0.791,31.75,25.08,15.12,1,3
-6.092,4.4197,4.5203,0.9491,-0.1704,-2.102,29.76,25.15,15.73,1,3
2.053,-5.1787,0.7482,-2.4216,0.8907,0.7092,35.99,3.42,26.75,1,3
-20.1376,5.7988,-6.6092,-2.3776,-0.3103,1.9907,28.08,-0.4,31.47,1,3
-18.0547,5.0123,24.0282,0.0591,2.295,-1.6512,18.03,-28.32,7.7,1,3
-5.4588,-4.1432,0.498,-1.1779,0.4331,0.1869,5.14,-31.03,-2.96,1,3
-10.7105,2.5738,14.8225,-4.9714,1.8473,4.7384,4.75,-22.86,-15.11,1,3
-2.5546,1.087,-1.7825,4.3278,1.606,-0.0563,25.27,-27.63,-1.72,1,3
-3.5626,-1.6712,-1.3156,3.2381,-2.8717,-0.6683,10.61,-39.43,20.93,1,3
-7.9487,-0.3029,1.7825,2.2546,-0.9884,-0.1277,24.49,-18.11,42.89,1,3
-1.4736,2.9437,1.6484,1.6278,1.989,0.2547,26.83,31.49,19.34,1,3
-10.2759,5.2984,7.4029,1.4861,-2.7238,-2.3354,38.04,14.67,23.78,1,3
-2.405,-1.9513,-0.2586,0.2155,-0.2181,-0.118,37.4,9.7,21.76,1,3
-24.5346,13.6888,-3.3531,-3.1583,1.744,1.1111,30.87,10.98,28.12,1,3
-4.385,4.1551,3.6308,-2.6934,0.3061,0.0262,26.71,-9.32,34.1,1,3
-6.9899,-6.5661,1.2821,-1.5542,-0.4282,-2.6964,12.01,-32.72,7.82,1,3
-7.5429,0.9565,1.4509,-1.2963,0.215,-0.345,-0.7,22.59,14.89,2,3
-9.487,-0.1772,1.1672,-0.7746,-0.5877,0.2194,-1.79,16.67,23.3,2,3
-9.3182,0.559,2.8467,-2.562,1.0775,0.9024,0.84,0.57,24.69,2,3
-10.1969,2.1727,2.1979,-1.5858,0.8814,-0.0775,-11.62,-26.57,17.54,2,3
-9.8198,1.5526,1.069,-0.6084,-0.0495,-0.0426,-12.72,-28.22,1.6,2,3
-8.0804,1.3515,3.8403,-0.336,0.1802,0.0777,-14.8,-27.7,-2.3,2,3
-11.9159,1.0594,2.083,0.3109,0.3323,0.063,-17.6,-27,-4.8,2,3
-9.7193,1.8064,2.053,0.4954,-0.3024,-0.3432,-14.6,-26,-5.8,2,3
-7.4304,1.2809,2.9293,0.5785,-0.2847,0.4913,-12.8,-25.8,-5.6,2,3
-8.2325,0.929,1.5574,0.0434,0.3671,0.1681,-16,-27.9,-6.3,2,3
-9.8569,2.0842,1.9908,0.4264,0.0427,-0.2619,-11.6,-26.6,-7.5,2,3
-6.3063,1.2605,2.4768,0.5192,-0.1876,0.1522,-9.7,-27.5,-6.7,2,3
-7.8805,1.2989,1.5706,-0.5351,-0.121,-0.2955,-11.1,-29.4,-6.5,2,3
-10.1239,0.3053,1.1468,0.7568,0.0629,-0.3316,-8.3,-28,-8.1,2,3
-8.3689,2.7402,4.95,0.6402,0.3872,-0.3719,-8.1,-31,-4.5,2,3
-9.8881,0.7159,1.3599,0.719,0.4514,-0.0329,-6.26,-33.23,0.12,2,3
-10.1574,0.1365,1.1085,2.2504,-0.4325,-0.5863,5.82,-23.28,23.07,2,3
-8.7592,1.6616,3.535,1.8424,-0.0416,-0.7036,15.05,11.13,24.17,2,3
-8.5988,0.2059,2.4624,-0.2474,0.1814,-0.2277,11.94,21.36,19.85,2,3
-9.3709,1.7119,1.6664,0.3537,-0.1222,0.0777,9.9,24.4,19.5,2,3
-7.9918,1.1456,3.037,-0.1155,-0.4466,0.2017,6.64,28.58,10.65,2,3
-6.7229,1.2941,1.9609,-1.0251,0.1789,-0.2009,6.9,27.3,8.7,2,3
-10.337,1.7681,2.053,0.3024,0.5632,-0.0714,4.85,26.85,17.95,2,3
-7.2149,1.5239,2.466,0.9566,0.0116,0.0215,3.43,28.04,7.56,2,3
-7.4005,0.7554,1.0582,-0.6842,0.372,0.1846,2.95,27.18,11.82,2,3
-10.647,-0.2753,0.8631,1.2571,-0.8015,-0.6016,0.38,27.32,17.08,2,3
-8.983,2.5558,4.9596,-0.2395,0.2474,-0.0909,-0.92,28.44,10.19,2,3
-9.0214,0.8092,1.3695,-0.3378,-0.1705,-0.2106,-0.78,27.07,13.35,2,3
-8.6155,-0.1101,1.1708,-1.3629,-0.9829,0.9726,-1.1,25.9,16.9,2,3
-9.4918,2.5953,3.0059,-1.81,0.5155,0.3489,0.64,7.58,26.11,2,3
-10.2867,1.7837,1.1875,-0.8119,0.2785,0.0771,-5.51,-11.54,28.14,2,3
-9.9407,0.2658,3.9169,-0.9444,-0.457,0.0948,-7.17,-22.89,13.01,2,3
-8.2444,2.0794,4.3886,-0.2896,0.4392,-0.0439,-18.27,-25.34,-4.15,2,3
-10.0592,0.1161,1.1372,-0.1423,0.6915,0.0111,-17.6,-25.5,-5.9,2,3
-11.2001,0.7051,2.3032,0.802,-0.8699,-0.2839,-9.4,-22.6,-6,2,3
-8.5174,1.9058,2.6145,-0.9805,0.7409,-0.3805,-11,-24.9,-4.6,2,3
-9.8497,0.2442,1.0343,0.0403,0.3646,-0.4397,-9.8,-25.74,-4.08,2,3
-8.9148,-2.8587,1.8639,1.248,-0.3049,-0.1056,-2.5,-23.4,-1.9,2,3
-10.1634,2.3858,3.6799,0.3726,0.1496,0.0875,-6.09,-26.6,-4.22,2,3
-9.505,-0.2358,1.1923,0.1338,0.1209,-0.4385,-4.5,-26.4,-4.1,2,3
-7.1682,-0.2801,5.679,-0.9493,-0.9603,1.4393,1.2,-23.4,-3.5,2,3
-10.8302,1.172,4.5095,1.3262,0.3286,-0.5772,1.91,-27.08,6.38,2,3
-10.1849,-0.6177,0.0072,2.3628,0.0555,-0.535,6.85,-18.93,25.99,2,3
-9.3757,-0.0275,3.3686,1.6023,-0.5682,-0.9565,12.33,7.64,30.39,2,3
-9.1243,1.5502,3.5494,1.3512,0.2645,-0.5429,8.08,30.51,13.9,2,3
-9.6403,-0.5459,0.2885,-0.0458,0.1032,-0.0591,6.1,32.2,11.9,2,3
-9.6965,0.6464,1.8902,0.4111,-0.1803,-0.1947,1.4,34.5,13.4,2,3
-8.005,0.7051,2.1165,-0.705,0.6872,-0.356,1.84,32.59,6.32,2,3
-10.1454,-1.7777,0.7458,-0.2853,-0.0147,-0.2149,1.76,32,9.53,2,3
-8.6957,-3.0203,2.0518,0.901,-0.0984,0.0893,-1.26,33.68,7.03,2,3
-10.8721,2.1392,4.5538,0.3738,0.2254,0.3049,6.28,26.4,4.17,2,3
-9.426,-0.1652,0.9972,0.014,0.0647,-0.2839,5.08,26.32,5.9,2,3
-8.2073,-0.7207,3.1855,-0.7758,-1.1802,1.7313,-2.84,28.83,6.89,2,3
-12.0201,0.4022,2.1356,-0.9915,0.2412,0.0038,-0.6,26.5,6.3,2,3
-9.7288,0.7051,2.0937,-0.8528,0.3017,0.1663,-2.51,21.61,18.81,2,3
-8.1989,1.8639,1.658,-0.5021,-0.0263,0.8077,2.31,12.16,19.92,2,3
-9.6965,0.2885,0.2119,-3.1063,0.7428,0.1431,-3.01,-19.12,20.68,2,3
-9.7779,0.316,0.5698,-0.548,-0.1479,-0.0207,-4.73,-27.2,9.51,2,3
-10.2963,-0.1053,2.9473,-0.0727,-0.6628,-0.0255,-5.54,-27.79,-0.53,2,3
-8.9459,2.1404,3.6811,-0.143,0.3353,-0.2198,-12.12,-28.69,-9.37,2,3
-9.7492,0.4058,0.6153,0.1558,0.0897,-0.4513,-7.27,-27.62,-7.95,2,3
-8.4348,-1.3396,2.8168,-0.5797,-1.3036,0.9036,-2.8,-25.9,-7.3,2,3
-9.1351,2.8012,4.3251,0.0427,0.1692,-0.3236,-8.43,-28.69,-10.67,2,3
-9.3134,0.2215,1.2282,0.5772,0.1191,-0.32,-5.32,-28.71,-9.29,2,3
-8.0062,0.826,4.4951,-0.7935,-0.4924,1.0221,-1.29,-27.64,-9.46,2,3
-11.4084,1.7071,2.9293,0.5931,1.0274,-0.1037,-5.9,-31.3,-9.6,2,3
